"startupname","startupurl","desc"
"Concise Software","http://www.concisesoftware.com/?rel=startups-list.com","Software Developer Partner for Entrepreneurs and Digital Industry We provide development and engineering services, specifically tailored to companies and entrepreneurs active in the dynamic consumer internet, mobile, social and gaming markets. The core technologies we work with oscillate around mobile apps, mobile porting, ..."
"flowkey","http://www.flowkey.com/?rel=startups-list.com","The easiest way to learn to play instruments flowkey is a cross-platform app for desktop and mobile devices that lets you learn to play a musical instrument in a revolutionary easy way by listening as you play."
"KIWI.KI","http://kiwi.ki/?rel=startups-list.com","secure. handsfree. access. KIWI.KI provides secure, hands-free access for large multi-tenant buildings. Consumers enjoy the safe, simple, and convenient comfort of just walking through their doors with our transponder “Ki” in their pocket or our mobile app. Service providers – like post ..."
"Priori Data","http://prioridata.com/?rel=startups-list.com","App Store Analytics We are an App Store Analytics company. We track the ebbs and flows of the app economy across 55 countries in real time, and use leading-edge technology, data science, and some really amazing publisher partners to help shed light on the formula for success in mobile ..."
"aklamio.com","http://www.aklamio.com/?rel=startups-list.com","Refer-a-friend as a service. aklamio is Europe's leading provider for refer-a-friend solutions. Add aklamio to your website and your users earn money every time their sharing activity on Facebook, Twitter,Whatsapp & Co. generates a valid sale or a new customer. See your sales go up 15 percent ..."
"La Distribution","http://ladistribution.net/?rel=startups-list.com","App Store for web applications La Distribution connects web application developers to customers through an App Store like marketplace. With our technology, installing and using web applications become as simple and addictive as with an iPhone and the App Store. We're partnering with infrastructure ..."
"The New Motion Deutschland","http://www.thenewmotion.de/?rel=startups-list.com","Unlimited mobility in its cleanest form "
"EUMLab","http://eumlab.com/?rel=startups-list.com","Music Apps for Music Education More products on http://eumlab.com"
"uberall.com","http://www.uberall.com/?rel=startups-list.com","next generation local business listings management Local Search Optimization meets Online Reputation Management. With uberall local businesses large and small can easily manage their local listings information throughout the web - one interface, many platforms. Local businesses give us their profile data and ..."
"Deskmeister","http://www.deskmeister.com/?rel=startups-list.com","Business Management Software for Agencies, Consultancies & Professional Services Deskmeister is a web-based, easy-to-use business management software which helps professional services SMBs to run their business successfully."
"Bitcoinmillionaire","http://bitcoinmillionaire-app.com/?rel=startups-list.com","Bitcoinmillionaire - #1 Bitcoin Education App A Bitcoin education app for learning all about Bitcoins in an easy and fun way for normal consumers. It combines education, entertainment and gaming in a playful way. Bitcoinmillionaire is about Bitcoin ease of use and Bitcoin onboarding: Bitcoinmillionaire is ..."
"Crate.IO","http://crate.io/?rel=startups-list.com","The distributed Database for Docker As big data proliferates, the need for a simple backend for data intensive applications – a data store – is obvious. It is also clear it will need to be 100% open source. This is Crate: an open source, super scalable and quick way to create a backend for the Internet ..."
"Unusuals — The Ad Industry Network","https://unusuals.net/?rel=startups-list.com","social business platform for freelancers, employees & company execs in global ad film biz Unusuals is a social discovery and networking site exclusively for advertising professionals and companies introducing them to new contacts and markets based on their expertise, latest news and location. Ad people and companies from more than 80 countries are ..."
"FOUNDD","https://itunes.apple.com/app/id572917380?rel=startups-list.com","Mobile film community (tumblr + IMDB) FOUNDD is an app to find movies with friends. You can follow different accounts and see in a feed what they rate, add to their watchlist or when they write a tiny review. It's like tumblr + IMDB."
"HOTELODEO","http://www.hotelodeo.com/?rel=startups-list.com","Amazon for daytrip & holiday  Tired of spending hours trawling through the net just to organize a simple holiday? Why make the effort when the independent providers at your chosen destination are all bookable at a single website? Use the new Amazon for hospitality products. Here you can book ..."
"advertory","http://www.advertory.com/?rel=startups-list.com","Local businesses: get more customers and build customer loyalty Advertory enables small businesses to reach customers in their vicinity. End-customers find local service providers easily. And Google delivers better results. Small businesses create a smart website optimized for local search, to increase their revenue. Advertory ..."
"9Cookies","https://berlin.startups-list.com/?rel=startups-list.com"," "
"GaminPad","http://gaminpad.com/?rel=startups-list.com","Gaming Backend As A Service GP is a gaming platform intended for creating backends for simple multiplayer turn-based games. We want to reach the goal of getting third-party developers to join us on creating very simple but addictive games."
"yeppt","http://www.yeppt.com/?rel=startups-list.com","Fast group decision tool Ask a question. Set a countdown. Select your circles. Get quick answers. Meet your friends. Yeppt finally takes the pain out of target-oriented group communication: No babbling. No maybes."
"musicplayr 24/7","http://www.musicplayr.com/?rel=startups-list.com","delicious/tumblr for music links "
"Productsup","http://www.productsup.io/?rel=startups-list.com","Product data management platform Productsup.io is the most intuitive and intelligent product data management platform. It helps businesses capitalize on one of the most complex yet greatest opportunities out there: E-commerce! Advanced technology features enable you to easily collect product ..."
"Onefootball","http://www.onefootball.com/?rel=startups-list.com","Best mobile football platform for fans around the world  Berlin-based Onefootball is the biggest mobile football platform for fans around the world, connecting fans socially and emotionally like no other. Launched in 2008 we were the first sports app ever in the App store, aiming to simply provide fans with football ..."
"Yopoly","http://www.yopoly.de/?rel=startups-list.com","Long tail of loyalty programs Yopoly replaces/complements traditional buy 10 get 1 free punch cards with a smart phone solution."
"Skeleton Technologies","http://www.skeletontech.com/?rel=startups-list.com","Ultracapacitors 50-80% cheaper and 2-4x smaller and lighter. Ultracapacitors with * 4x higher power density * 2x higher energy density than any competitor. This means we lower the costs 50-80% by using less materials, while at the same time offering our customers 2-4x smaller and lighter devices. This will solve crucial ..."
"ZappChoice","http://zappchoice.com/?rel=startups-list.com","Insights through mobile entertainment TimeZapp lets smartphone users answer entertaining questions in a very simple and convenient way. Users learn more about themselves and others. ZappChoice allows companies to get answers from mobile users very quickly and efficiently."
"BOOK A TIGER","https://www.bookatiger.com/?rel=startups-list.com","Household as a Service BOOK A TIGER is aiming to become the world’s premier service connecting professionals with customers seeking for household services."
"LuckyRoyals","http://www.luckyroyals.com/?rel=startups-list.com","Casino games on mobile platforms for the European market Casino Games on Mobile platforms (focus on tablets) for the European market (UK, Sweden, Poland, Greece, Romania, Bulgaria, and other East European Countries). In our opinion, none of the existing mobile casinos offer a product that provides an awesome user experience ..."
"Locafox","http://locafox.de/?rel=startups-list.com","Convenient Local Shopping Locafox, a new venture supported by Holtzbrinck Ventures enhances the offline shopping experience for online and mobile consumers by allowing them to make more informed buying decisions. Its unique features include providing detailed information from local retail ..."
"Event0 - Never Miss An Event","http://event0.com/?rel=startups-list.com","Personalised Event Manager  Event0 - Never Miss An Event! Over 80.000 daily events worldwide | One App to sort them all | Just for you and your friends We love events! It is the one thing which takes us from our daily life into another world. Big or small, we want to take part and nobody ..."
"Customer Alliance","http://www.customer-alliance.com/?rel=startups-list.com","Online Reputation Management - SaaS for hospitality industry Online Reputation Management - SaaS for hospitality industry We collect, analyze, distribute and integrate customer centric data to provide valuable insights for the hotel's operational and strategic decisions. Since officially started in the year of 2009, Customer ..."
"xymatic","http://www.xymatic.com/?rel=startups-list.com","Shaping the web of tomorrow by providing the future in graphics web technology and tools. DELIGHT is a Next-Gen­er­a­tion Web 3D En­gine that en­ables amaz­ing HTML5 3D Games and Ap­pli­ca­tions di­rectly in your Browser on any de­vice. Built from the ground up with cut­ting-edge web tech­nolo­gies like WebGL, Web­Sock­ets, We­bRTC and We­bAu­dio xy­matic's ..."
"Medlanes","http://www.medlanes.com/?rel=startups-list.com","Revolutionized medicine Medlanes brings medicine to the internet with a full-circle approach. We don't build a narrow service but focus on medicine itself. Users simply describe their symptoms, take a picture if needed or just post a general question. Medlanes matches each user with the ..."
"Adincon","http://www.adincon.com/?rel=startups-list.com","Actionable Video Advertising for the Masses Actionable Video Advertising for the Masses For Publishers: Adincon provides a unique model of Native Video Advertising (NVA). Publishers that have video content, either internal player, or external (YouTube, Vimeo) can monetize on the video inventory in an effective ..."
"imusify","http://www.imusify.com/?rel=startups-list.com","Linkedin for Music Business imusify´s purpose is to place music into TV Shows, Commercials and Video Games. Think Linkedin for pitching & licensing music. imusify is the combination of a full functional social network and an online music database. It provides automated services to make ..."
"Memorado","http://www.memorado.com/?rel=startups-list.com","Mobile cognitive enhancement Memorado - your leading digital gym for the brain - offers users around the globe to train their brain through around 20 challenging games. We started 6 months ago and are growing rapidly around the world on mobile and web, having signed up 1 million members quicker ..."
"Tazza","http://www.tazzaapp.com/?rel=startups-list.com","Bringing offline products online using the power of the crowd Tazza is building a comprehensive search engine of offline products built up by individually uploaded photos. It is accessible for use through a smartphone app and our website. Today when our lives are documented and shared in social media, offline products bought ..."
"mbrace labs","http://www.getmbrace.com/?rel=startups-list.com","Discover new interesting people in your city! Discover new interesting people in your city! EXCLUSIVITY mbrace is an exclusive network where exisiting members can decide who gets access. This way we offer a trustful atmosphere without creeps or people that annoy you. CHOICE mbrace lets you choose the way ..."
"Contiamo","http://www.contiamo.com/?rel=startups-list.com","All your data in one place. Combine and explore data from popular software and your own applications in one central place."
"Cashboard.de","http://cashboard.de/?rel=startups-list.com","The whole world of investing, simple, secure, automated in one free account CASHBOARD is a web-platform which allows retail investors to invest in a personal tailored and scientifically diversified portfolio in three simple steps. We offer the first integration of modern asset classes (like equity-based crowdfunding, social lending and ..."
"Phonedeck","http://www.phonedeck.com/?rel=startups-list.com","Phonedeck integrates mobile calls with Salesforce cloud.  Phonedeck integrates mobile calls with Salesforce cloud and let you manage your workflow in the browser or on smartphones. It is the most efficient mobile CRM solution that boosts your productivity. You can handle and report calls easily wherever you are. FEATURES ..."
"CRES Columbus Internet Group","http://www.cres-internet.com/?rel=startups-list.com","Local Commerce Accelerator CRES is the first worldwide venture accelerator for Internet and mobile business models in the area of Local Commerce. CRES develops, builds, scales and internationalizes business models with a focus on the rapidly expanding market segment of Local Commerce."
"Creonomy","http://board.creonomy.com/?rel=startups-list.com","""Atlassian for Creative Professionals"" We are building a family of productivity and collaboration tools for creative professionals, brands and enterprises. Our first product is Board. Board is the easiest way for brands and enterprises to manage large sets of marketing files, brand and visual assets. ..."
"Evencki","http://www.evencki.com/?rel=startups-list.com","warby parker for bed linen  Evencki is a small scale manufacturer operating in a lucrative market of bed linen in Germany and Poland. More: We believe that our brand is born somewhere between our devotion to our customers and products, our relentless attention to detail, and our personal ..."
"AdMoment","https://berlin.startups-list.com/?rel=startups-list.com"," "
"Quandoo","http://www.quandoo.de/?rel=startups-list.com"," "
"SavingGlobal","http://www.weltsparen.de/?rel=startups-list.com","First European retail deposit brokerage platform SavingGlobal, with its German brand “WeltSparen”, is building the first retail deposit brokerage platform, connecting savers with the best deposit products from international banks via an online platform."
"Network Awesome","http://www.networkawesome.com/?rel=startups-list.com","TV Network curated from You Tube  Network Awesome is the world's largest curated online video channel. We curate our content from Youtube + produce our own. THE NEED: - Many viewers leaving expensive, traditional broadcast TV - YouTube clogged with low quality videos and mediocre recommendations - ..."
"UpTick","http://www.getuptick.com/?rel=startups-list.com","Real money gaming meets stock trading. - http://www.getuptick.com Where competitive gaming meets stock trading. Compete against others in virtual trading contests for real cash prizes. See how you stack up in the leaderboards. The most fun way to play the markets! UpTick is a recently launched stock trading game which aims to ..."
"Froomerce","http://www.froomerce.com/?rel=startups-list.com","Salesforce.com of eCommerce Froomerce is a SaaS eCommerce platform for publishers and merchants. Publishers get tools and technology to monetize their content easily. Merchants get the tools and technology to market their products across web, social media (facebook stores, and widgets), ..."
"d:evolute","http://www.devolute.org/?rel=startups-list.com","Ruby on Rails, Rapid Prototyping, Web Applications, Custom Business Solutions We develop custom, test-driven and scalable web applications. Although, we make web applications with Ruby on Rails, we also do Drupal and Frontend Development. We work for classical enterprises as well as Start-ups and Social Media Agencies and enjoy the challenge ..."
"hikewith.me","http://hikewith.me/?rel=startups-list.com","Meet like-minded people. On the road or in your city. hikewith.me is an app to make new friends, see your city with fresh eyes, and wander around a new destination with locals. We founded hikewith.me because our travel and re-location experiences have taught us that meeting like-minded people is still very hard; ..."
"Wunderdata","http://wunderdata.com/?rel=startups-list.com","Business Intelligence for online shops Wunderdata enables online shops to make better decisions data-driven. The cloud based tool connects all data sources like the shop database, Google Analytics, MailChimp etc. in one place. All KPIs and reports are based on best practices in eCommerce and work out ..."
"Innovestment","http://www.innovestment.de/?rel=startups-list.com","Crowdbased equity investments Innovestment is Germany's first auction-based crowdfunding plattform supporting SMEs to acquire capital"
"VINTAGEHUB","http://www.vintagehub.com/?rel=startups-list.com","Instagram for pre-owned fashion with real-time shopping events.  VINTAGEHUB is a celebrity endorsed mobile fashion marketplace which enables users to shop, share, and sell pre-owned fashion through real-time ""virtual"" Style Parties. Every user can organise her own Style Party (themed shopping events), inviting followers and ..."
"PAYMEY","http://www.paymey.com/?rel=startups-list.com","INNOVATIVE PAYMENTS FOR YOUR SMARTPHONE - EVEN WITHOUT MOBILE OR INTERNET CONNECTION PAYMEY is disruptive, simple and secure payment for your smartphone. A solution that enables users to pay online, offline and within third party apps."
"MEDIGO","http://www.medigo.com/?rel=startups-list.com","A global health care marketplace Based in Berlin, Germany and serving the global community, MEDIGO is a trusted marketplace for people to search, book, and arrange high quality medical treatment abroad. Each year, more than 7 million patients travel abroad for better, faster, and less expensive ..."
"Veenue","http://www.veenue.com/?rel=startups-list.com","Music collaboration platform Veenue is the online platform for music collaboration. Far living musicians are able to upload their videos via iPhone or website and merge into 1 new song."
"Audiofu","http://audiofu.com/?rel=startups-list.com","Audiofu helps musicians Audiofu aims to supply musicians with the necessary tools to represent themselves online in the right way. Let's face it, myspace is a ghost, and something new, fresh, and inspiring is required for musicians of this generation. This is where I aim to position ..."
"azeti Networks AG","http://www.azeti.net/?rel=startups-list.com","M2M IoT Gateway and Software for remote infrastructures Founded in 2006, with corporate and European headquarter in Berlin, azeti also maintains subsidiaries in UK, South America and the Middle East. Today, more than 700 companies in 35 countries depend on azeti technology to monitor both their IT and physical infrastructures. azeti’s ..."
"Conichi","http://www.conichi.com/?rel=startups-list.com","Hospitality CRM seamlessly recognizing guests via iBeacon to manage loyalty. Conichi is a unique solution for the hospitality sector to drive sales, customer satisfaction and loyalty. Conichi provides hotels and restaurant with the power of understanding their guests and creating new channels to effectively reach out to existing and potential ..."
"homewhere","https://www.homewhere.io/?rel=startups-list.com","The tinder for apartment hunting! homewhere.io takes the pain out of urban apartment hunting. It provides bookmarking and one-click application for rental apartments across all sources and detailed tenant profiles for the landlords. Both sides can communicate and sort out for maximum transparency ..."
"Alpha Advisory","http://www.alphasight.com/?rel=startups-list.com","Connecting business and investment leaders with decision-critical intelligence Institutional investors, consultants and corporate decision makers use us to connect with industry professionals whose expertise helps making most important decisions more successfully. We provide direct access to industry executives, policy makers, opinion leaders ..."
"elefunds","http://www.elefunds.de/?rel=startups-list.com","Make electronic fundraising easy accessible to everybody. elefunds develops strategies and software in digital contexts to create added value for companies, clients and sustainable causes. We focus on digital and cashless payments to reach big impact on social issues! The mission is, - to implement elefunds into any ..."
"WeGreen","http://www.wegreen.de/?rel=startups-list.com","Your Marketplace for Sustainable Products. WeGreen is the largest German marketplace for sustainable products. The centerpiece is the Sustainability Footprint, which enables a quick and simple visualisation of the ecological, social and transparency performance of products, manufacturer and retailers: Green ..."
"Snappy","http://snappy-app.com/?rel=startups-list.com","Snapshots, the right way. Snappy is the essential snapshot tool for everyone, synced on all devices. Taking snapshots (or screenshots) is a flawed process wrapped in a bad experience. Yet everyone who owns a computer does it. The desktop is (1) cluttered with snapshot files which are (2) ..."
"Project J","http://www.projectj.co/?rel=startups-list.com","The Destination for Fashion and Lifestyle Accessories  Project J is a retail platform that connects fashion-forward consumers to exciting accessories from around the World. Built around the expectations of modern, female consumers, Project J offers products and services that help you express your style. As well as ..."
"ZipJet","https://www.zipjet.com/?rel=startups-list.com","Disrupting Laundry Day - Revolutionizing Urban Convenience  Enjoy more free time with ZipJet! ZipJet is an on-demand dry cleaning and laundry pick-up and delivery service, which has your clothes cleaned, pressed and returned within 24 hours. We make laundry day a thing of the past for those living busy lives by professionally ..."
"Tebla","http://www.tebla.com/?rel=startups-list.com","Simplifying restaurant reservations In Europe, over a million of restaurant reservations are made each day. Yet, most reservations are still done by the guest calling the restaurant manually and managed with pen & paper by the restaurants. Tebla will change this by bringing the advantage of online ..."
"fotograf.de","http://www.fotograf.de/?rel=startups-list.com","fotograf.de is the leading online system for professional photographers in Germany. fotograf.de is the leading online system for professional photographers in Germany."
"Talentwunder","http://talentwunder.com/?rel=startups-list.com","Google for recruiting Talentwunder is Google for recruitment - we leverage big data and social network analysis to help companies find the right talent."
"HesslerCapital","http://www.hesslercapital.com/?rel=startups-list.com","Investing in startups, companies and individuals to make meaning and profits. "
"Flagship","http://flgshp.com/?rel=startups-list.com","Sell your products in-store and online through one simple interface Flagship lets retail stores sell their products in-store and online through one simple interface. Manage your products through the easy-to-use yet powerful inventory management, start an online store with one of our beautiful templates with a few simple clicks. ..."
"deltamethod","http://www.deltamethod.com/?rel=startups-list.com","Paid Search Technology Campaign Creation & Automation + create highly sophisticated and complex online marketing campaigns + scale marketing campaigns to unparalleled dimensions + automatize the workflow of online marketing campaigns + react to demand-side changes immediately Campaign ..."
"nextsocial","http://www.nextsocial.de/?rel=startups-list.com","Social commerce platform for deals and special fan offers nextsocial offers a simple self-creation tool for social commerce apps as a software-as-a-Service (SaaS). Fansite operators can easily sell exclusive and limited Fan offers directly on Facebook and therefore spread virally. Thus, the interaction rate on the Facebook ..."
"Plinga","http://www.plinga.com/?rel=startups-list.com"," We count with an amazing diverse gaming portfolio with games such as: Family Barn Dreamfields Galaxy life Dragons of Atlantis Triviador Clash of the Dragons Pet Party Candy Cash And much more … take a look at : plinga.com/play#games"
"eelusion","http://www.eelusion.com/?rel=startups-list.com","Next-generation geo-loacted 3D games with augmented reality features eevoo The main product of eelusion is eevoo, a geo-social mobile game that allows the player to claim squares of our world on a virtual map index. eevoo can be thought of as a blend of foursquare and Sim City, but differing in its gameplay genre, user experience ..."
"Beaconinside","http://www.beaconinside.com/?rel=startups-list.com","Pushing one-to-one communication to the next level via beacon technology. Today: 1.2B+ smartphone users rely on GPS for location-based services. The problem, satellite-based GPS has a high battery drain, does not work in indoor environments and creates inaccurate results. Wi-Fi and cellular network localization does not solve this problem. ..."
"Momox","http://www.momox.de/?rel=startups-list.com"," momox is the leading reCommerce company - particularly for books, cds, dvds, games and fashion. We operate acquisition platforms in Germany (momox.de), Austria, France and UK and shops for books and media products (medimops.de) and preloved fashion (ubup.com)."
"swabr.com","https://www.swabr.com/?rel=startups-list.com","Easy & intuitive enterprise social network for companies and organizations. swabr.com is an easy and intuitive enterprise social network service for companies and organizations."
"Kisura","http://www.kisura.de/?rel=startups-list.com","Personal data-driven shopping KISURA is Germany’s first online platform for personal shopping for women only. We digitalize the traditional shopping experience by offering the exclusive service of a personal shopper online and accessible for all women. Our mission is to bring the „right“ fashion ..."
"Sproov","http://www.sproov.com/?rel=startups-list.com","Sizeproof Online-Shopping The fact that one cannot try on the garments on the internet is a problem. The heart of their website is their crowdsourced size calculator, which can be found directly on the main page. Similar to the pandora principle it calculates each user’s personal clothing ..."
"Haak&Compagnie","http://www.crunchbase.com/company/haak-compagnie?rel=startups-list.com","Haak&Compagnie Haak & Compagnie Gesellschaft für Beteiligungen mbH"
"ShareTheMeal","http://www.sharethemeal.org/?rel=startups-list.com","Connecting the world to end hunger We are working on a project to increase resources available in the fight against hunger."
"HitFox Group","http://www.hitfoxgroup.com/?rel=startups-list.com"," HitFox is a fast growing incubator with 180 professionals in Berlin, San Francisco and Seoul."
"Bonagora","http://www.bonagora.com/?rel=startups-list.com","Home Fashion Wholesale. Digitized. Bonagora is a digital B2B wholesale marketplace for the home fashion industry streamlining the procurement process for wholesalers and retailers by creating a virtual trade show that is running 365 days a year. B2B in the the Home Fashion industry is largely conducted ..."
"SOFTGAMES Mobile Entertainment Services","http://www.softgames.com/?rel=startups-list.com","The worlds largest HTML5 games platform SOFTGAMES is the world's largest HTML5 games platform, entertaining more than 10 million unique visitors each month. On a global scale, through an extensive partner network and own portals and apps, the platform distributes over 300+ online games optimized for ..."
"Lieferando","https://berlin.startups-list.com/?rel=startups-list.com"," "
"Minodes","http://www.minodes.com/?rel=startups-list.com","Analytics and marketing for the real world Minodes offers a unique platform of in-store analytics, marketing and iBeacon services that enable retailers and location owners to maximize the potential of their offline locations."
"AttachingIT","http://www.attaching.it/?rel=startups-list.com","Making Cloud the new On Premise Sending or storing confidential data has never been more easy with AttachingIT. We use the power of the cloud whether it is public or private. Many companies still have trust issues with putting their data in the cloud and prefer an on premise or a hybrid solution. ..."
"kiipost","http://kiipost.com/?rel=startups-list.com","Stay in the know. kiipost is a personal mobile app that enable user to stay in the know about their tweets. Unlike generic newsreaders, kiipost keep you posted with personal updates only related to the links you tweeted in the past. Build your identity Collect anything cool you ..."
"mapegy","http://www.mapegy.com/?rel=startups-list.com","Top insights from global innovation data. mapegy is building the Innovation Graph powering smarter, faster, better R&D. We provide a unique SaaS that helps innovators to map global innovation to connect the dots leading from technology to product. mapegy users get technology and product insights, which ..."
"Pablow Inc","http://www.pablow.com/?rel=startups-list.com","Targeted Travel Insurance made simple We are changing the way travel insurance products are created and sold. We created a cloud based platform that makes it simple for travel retailers to connect and sell targeted travel insurances at point of sale, underwritten by big travel insurance carriers. ..."
"Gate5","http://www.gate5.net/?rel=startups-list.com"," "
"NTS GmbH Nature Technology Systems","http://x-wind.de/?rel=startups-list.com","Airborne Wind Energy Production X-Wind is a completely new wind energy technology which is three times more efficient and cost-effective than conventional wind turbines. This system combines automatically steered kites with the generator system of trains. The higher you go, the more energy ..."
"Flook","http://www.wideo.co/view/151571366214634923?rel=startups-list.com","Glassdoor for professionals CV's are not enough anymore, we are moving to the next level! 70% of all resumes are overrated and contain inaccuracies or false data. Flook helps organizations match their job positions to candidates with the right skill set."
"kaufDA","http://www.kaufda.de/?rel=startups-list.com"," "
"Heyshops","http://heyshops.com/?rel=startups-list.com","Your favorite dress is just 600m away Heyshops finds fashion-products from online shops in local shops so that you can pick up the product (try before buy) or get it delivered the same day."
"Cringle","http://www.cringle.net/?rel=startups-list.com","A mobile P2P payment solution. Cringle is a mobile person-to-person payment solution and allows users to easily manage transactions and transfer money within their circle of friends. With Cringle we close the gap between cash and online transactions by bringing P2P money transfer into the age ..."
"Lizzar","http://lizzar.com/?rel=startups-list.com","All about the artist Lizzar is a music-application that combines the monetary advantages of music-downloads for artists with the convenience of music-streaming for listeners. Lizzar specializes on artist-fan relations and offers labels tools to engage and monetize their fanbase more ..."
"Blacklane","http://www.blacklane.com/?rel=startups-list.com","The global professional driver service Every day Blacklane connects thousands of passengers with a vast network of licensed and insured drivers. We offer the most reliable global professional driver service at the most competitive rates in 50 countries. Blacklane’s five-star service combines multi-lingual, ..."
"Vaultoro","http://vaultoro.com/?rel=startups-list.com","Vaultoro is a secure and transparent high frequency bitcoin and gold Exchange Vaultoro is the first real time global bitcoin / gold exchange. The innovative trading platform is pushing banking possibilities to the next level, enabling high net-worth individuals as well as the unbanked in developing countries the opportunity to trade and ..."
"Fliplingo","https://www.fliplingo.com/?rel=startups-list.com","Human-powered translation automated for Social Media. Fliplingo connects everyone around the world by automating translations of social media posts. We translate and publish posts simultaneously in up to 30 languages with a high level of quality and speed. We aim for mid-size brands and businesses to be able to have ..."
"coModule","http://www.comodule.com/?rel=startups-list.com","Operating System for Light Electric Vehicles coModule believes that the electric vehicle revolution is now! The way to manage over-populated cities and increasing air pollution is to convert to clean forms of transport that require less space and maintenance – light electric vehicles are the solution. To ..."
"STARIFY - Stars. Styles. Shopping","http://www.starify.de/?rel=startups-list.com","We bring the lifestyle of the Stars to everyones doorstep! We are LIVE with our Version 1.0 of Starify. Come and check us out on --> www.starify.de Starify brings the lifestyle of the rich and the famous to everyones doorstep. Starify offers a unique and content driven online shopping experience in the mega vertical of ..."
"Creative Ventures","http://www.creative-ventures.de/?rel=startups-list.com","Investment company with a focus on consumer based services and subscription businesses Investment company with a focus on consumer based services and subscription businesses"
"MyLane","https://mylane.de/?rel=startups-list.com","iPad Point of Sale for Retailers MyLane provides urban logistic solutions. As eCommerce marketplace it delivers orders within 90 minutes after ordering."
"Doonited","http://www.doonited.com/?rel=startups-list.com","Doing good together every day. We are building a movement of millions of people doing good together in their everyday life. Doonited shows how everybody can do good. Everyday a new good deed is waiting for you to put it into action. You about your actions and invite others to join. Of course ..."
"Mr Patch","http://www.mrpatch.co/?rel=startups-list.com","Mobile screening and monitoring for every single patient, in any corner of the world Web and mobile platform to detect and deliver Vision Therapy for people who suffer from low and defficient vision. Enjoyable, affordable and easy to access. Anywhere, anytime. With Mr Patch you can not only exercise but also store your therapy records on the cloud, ..."
"webcrowd UG (haftungsbeschränkt)","http://www.webcrowd.net/?rel=startups-list.com","Internet Recruiting managed by Geeks! Webcrowd is a job & service agency for internet professionals managed by geeks. We offer contracts for permanent employees, freelancer and small agencies as well as internships with Start-Ups and grown up companies mainly in Berlin but also elsewhere in Germany."
"Shootbook","http://www.shootbook.co/?rel=startups-list.com","Find and book the perfect photographer. SHOOTBOOK is the first global booking platform for photographers and videographers of all specializations and price ranges. SHOOTBOOK features detailed artist profiles including portfolios, ratings, reviews and pricing information. Booking, payment and delivery ..."
"sciencebite","http://www.sciencebite.com/?rel=startups-list.com","smart matchmaking for R&D sciencebite is the internet marketplace where Research and Development (R&D) professionals source scientific experts who can take their projects to the next level. The platform connects R&D with scientists based on millions of scientific publications analyzed online ..."
"hytch","http://www.hytch.io/?rel=startups-list.com","Empowering Professionals We are a transparent and fine-tuned marketplace where genuine companies compete for the hottest talents in the fields of software engineering, data science, design or product management."
"volatiles","http://www.volatiles.de/?rel=startups-list.com","Smart lighting surfaces volatiles develops LED lighting modules that allow to turn any surface of your home, office or public space into a personal, dynamic and interactive lighting surface. It’s all controlled by a smartphone, connected to the smart home and fully customizable, thanks ..."
"Locadeo","http://www.locadeo.com/?rel=startups-list.com","Next-Gen Gifts & Leisure Recommendations (Facebook for presents&leisure) Imagine you will never ever forget the birthday of your relatives and friends anymore. Imagine you only have to register and the app will select no more than three exiting gift ideas. Imagine you only have to click the link and the product is bought and send to ..."
"RicoTio Germany","http://www.ricotio.com/?rel=startups-list.com","Powerful e-commerce cost-cutting tool "
"lifelife","http://lifelife.io/?rel=startups-list.com","The digital and crowdsourced real estate agent. lifelife is the digital and crowdsourced real estate agent who finds landlords the most suitable tenants cost-efficiently and in a fraction of a second. The algorithmic matching is based on tenant data analysis. This combined with our crowdsourcing model allows ..."
"Passenger ME","https://carryx.com/?rel=startups-list.com","Airbnb for delivering things global Carry X is a newborn child of sharing economy. It is the easiest way for frequent flyers, commuters, and occasional travelers to earn a profit, monetize their extra luggage space or return trip expenses, and gain social value by helping others. Carry X is a marketplace ..."
"Politepix","http://www.politepix.com/?rel=startups-list.com","Great speech recognition and speech synthesis frameworks for your app OpenEars (http://www.politepix.com/openears) is the most popular free offline speech recognition/speech synthesis framework for iOS, and the core of the OpenEars Platform (http://www.politepix.com/openearsplatform), a plugin system letting you drag-and-drop new ..."
"AVUXI","http://avuxi.com/?rel=startups-list.com","Popularity of places → Measured → Ranked → Visualized.  Knowledge at first sight. AVUXI lets you uncover in just seconds the social highlights of entire cities and neighbourhoods. When you're on the go, there's no time to read guides and try to memorize place names and addresses. Now you can immediately see where are ..."
"So1.net","http://www.so1.net/?rel=startups-list.com","individual price discounts in consumer goods industry "
"Legify","http://www.legify.com/?rel=startups-list.com","Create free legal documents and consult lawyers via secure video. Legify makes legal services affordable and accessible. Consumers and SMEs create free legal documents and consult lawyers at the best rates through secure video and our collaborative text editor."
"Headwalk Germany","http://www.headwalk.com/?rel=startups-list.com","Headwalk organized news & content from anywhere The Idea •	Headwalk organized all information in the Internet. • History is often counterfeited. Headwalk is a social news magazine allowing you to imprint the most relevant happenings of both the present & future. Headwalk is more than a social news magazine. ..."
"Dalia Research","http://www.daliaresearch.com/?rel=startups-list.com"," Dalia Research develops software that makes asking questions to anyone, anywhere as simple and efficient as anyhow possible."
